Profile URL,Name,Price,BHKS,WhyBuy,Amenities,Status,Price per Sqft,Launch Date,Possession by,Total Towers,Total Units,Project Type,Property Type,Project Area,Occupancy Certificate,Commencement Certificate,Full Address,Pincode,About Developer,Specifications
https://www.magicbricks.com/prasun-sarvam-kharadi-pune-pdpid-4d4235313235333537,Prasun Sarvam, 67.0 Lac -  77.0 Lac,"2,3 BHK Flats","Why Buy in this Project?
Phoenix mall - 10 Minutes
Viman Nagar - 10 Minutes
Airport - 15 Minutes
EON IT Park - 5 Minutes
USP:Surrounded by School, Colleges, Malls, Multiplexes and IT Parks.
State-of-the-art Creation
Visually delighting architectural masterpiece
+4 more",",Lift,Security,Park,Gymnasium,Indoor Games Room,Kids Play Area,Flower Gardens,Piped Gas,Rain Water Harvesting,Multipurpose Courts,Waste Disposal,Earth quake resistant",Under Construction,6481 - 7258,19-Aug,22-Dec,2,288,Residential,Flat,8951 Sq-m,No,Yes,"S.No.10/2A/23 to 26, Near Accolade, Kharadi, Haveli, Pune",411014,Prasun Associates,"PLUMBINGConcealed plumbing with standard C. P. fittings and sanitary fixtures.Brick bat/Chemical double coat water proofing in bathrooms, terraces and dry balcony.FLOORING800mm x 800mm vitrified tiles in apartment.600mm x 600mm anti-skid ceramic tiles in balcony & terrace.7 ft. designer dado tiles in bathrooms.Anti-skid ceramic tiles in bathrooms and dry balcony.STRUCTUREEnvironmentally sensitive building designed to resist seismic force of zone 3.WALL FINISHAAC block masonry.Sand faced external plaster.Internal wall and ceiling in gypsum finish.KITCHEN & DRY BALCONYGranite top kitchen platform with SS sink.Dado tiles up to lintel level.Electrical points for refrigerator, microwave, water purifier, washing machine point in dry balcony.3 ft dado tiles in dry balcony.Provision for exhaust fan.PAINTInternally semi acrylic emulsion paint.Externally weather shield acrylic paint.LIFT LOBBIESDesigner Lobby.Access control for lobby.ELECTRICALConcealed wiring with modular switches.TV & Telephone points in living and master bedroom.Provision for DTH, broadband and inverter point.AC point in living and master bedroom.Electrical exhaust fan points in kitchen and bathroom.Separate MCB/ELCB for each apartment.WINDOWS & GRILLSGranite sill for all windows.3 Track powder coated aluminium sliding windows with mosquito mesh.Safety grills for windows.Aluminium louvers with exhaust fan provision in bathrooms.MS railing for balcony and terrace.DOOR & DOOR FRAMESDesigner laminate finish main door.Both side laminated flush doors for bedroom and bathrooms.Premium accessories and fixtures in all rooms.Aluminium sliding door for terraces.Granite/Marble door frames for bathrooms.SPECIAL FEATURES:Digital Lock for Main DoorLED Tube Lights and Fans in Entire FlatKitchen Trolleys below PlatformVegetable Sink in KitchenStainless Steel Sink for Washing in Dry BalconyPiped Gas SystemGlass Partition in Master BathroomFalse Ceiling in BathroomsMirror on wash basin in Master Bathroom"
https://www.magicbricks.com/ios-incomparable-optimistic-spaces-tathawade-pune-pdpid-4d4235323330313839,iOS Incomparable Optimistic Spaces, 33.0 Lac -  79.0 Lac,"1,2,3 BHK Flats","Why Buy in this Project?
Cause we are giving more than you expecting in your budget
Location Advantages:-Hospital  Aditya Birla Hospital, Life Point Hospital
Schools & Colleges  Akshara International School. Lotus School. .Blossom School. .Euro School. . Indira Institute. .D.Y. Patil. College .J.S.P.M.College.",",Club House,Jogging and Strolling Track,Power Back Up,Lift,Park,Visitor Parking,Gymnasium,Kids Play Area,Rain Water Harvesting,Waste Disposal No,Swimming Pool No,Security",Under Construction,4640 - 7191,21-Feb,23-Mar,1,120,Residential,Flat,1 Acre,data not available in site,data not available in site,"Survey No.150(Part), Jeevan Nagar, Tathwade, Pune 411033.",411033,Linux Group,"1:RCC2:PlasterInternal walls finished withsmooth coating of gypsum.3:BrickWorks4:Electrification-Concealed,fire resistanthigh quality copper wiring Ample light pointwith Repute make modular switches.5:WindowsPowder coated/anodizedaluminium siding windows with mosquito netMarble window sill.6:KitchenKitchen platform with granite topS.Skitchen sink with drain board Glazed/Ceramic tile dado.7:ToiletsSelect glazed/ceramic tile dadoupto 7ft.height Marble/Jaisalmer stonefacia for door openings basin on marblecounter.8:DoorsElegant wooden main door withside Polished venner Internal doors withdecorative moulded skin Powdercoated/Anodized aluminium door for terrace"
https://www.magicbricks.com/avani-nibm-annexe-pune-pdpid-4d4235313234373731,Avani, 33.6 Lac -  50.0 Lac,"1,2 BHK Flats","Why Buy in this Project?
Within PMC limit
Surrounded by reputed School
Well Connected from Malls, Hospitals and Highways
Location Advantages:Dorabjee's Royale Heritage Mall - 1000 m
Reliance smart superstore - 2.1 km
PBMA's H. V. Desai Eye Hospital - 2.7 km
Satyanand Hospital - 1000 m
Lifeline Hospital - 600 m
Patanjali Chikitsalaya - 300 m
Dr. Gunvant Oswal G Therapy - 200 m
DCB ATM - 700 m
ING Vysya Bank ATM - 700 m
ICICI Bank ATM - 800 m
Allahabad Bank ATM - 800 m
IDBI Bank ATM - 900 m
INOX (Royal Heritage Mall) - 1000 m
+13 more",",Club House,Lift,Security,Visitor Parking,Gymnasium,Kids Play Area,Meditation Area,Grand Entrance lobby No,Power Back Up No,Swimming Pool No,Reserved Parking No,Intercom Facility",Ready To Move,4919 - 6098,18-Jun,20-Dec,2,262,Residential,Flat,2 Acre,Yes,Yes,"NIBM Annexe, Pune",411060,Sankla Buildcoon,"Flooring:Joint Free Vitrified Floorings.Antiskid Tiles in Toilets Electrical:Switches-GM/EquivalentConcealed Copper WiringTV, Telephone & Internet pointsFan, Tube Light in all RoomAC in Master Bed Room.Automation:CCTV in common AreasVideo Door PhoneToilets:C.P Fitting - JaguarSanitary Fitting -SonceraFlooring -VitrifiedWall Tiles - Digital TilesSolar waterWindows & Door:Aluminium Sliding Windows.Mosquito MeshMS Safety GrillSafety Gate at Main Door. Kitchen:Kitchen TrolleyKitchen Granite platform with SS sinkWater Purifier Power Backup and Others:DG Backup for common areas , water pump and lift.Fire Fighting System."
https://www.magicbricks.com/savali-saffron-mundhwa-pune-pdpid-4d4235313037323731,Savali Saffron, 39.8 Lac -  59.0 Lac,"1,2 BHK Flats","Why Buy in this Project?
Close to schools
4 side open flats
Premium, Specious, Luxurios Flats
Location Advantage:Magarpatta IT park 15 min.
Eon IT Kharadi 10 Min.
Kalyaninagar 7 Min
Pune Station 15 Min
+4 more",",Club House,Power Back Up,Swimming Pool,Lift,Park,Reserved Parking,Gymnasium,Indoor Games Room,Kids Play Area,RO Water System,Meditation Area,Earth quake resistant",Under Construction,5528 - 7647,data not available in site,22-Dec,3,145,Residential,Flat,2 Acre,No,Yes,"Survey no 33, Hissa No. 3A/7, 3A/9 Besides Old Orbis School , Keshavnagar , Mundhawa. Pune - 411036",411036,Saptsiddhi Associates,"StructureEarthquake resistant RCC farmed structure with infill bricks wall.FlooringBedrooms, Living and Dining - Vitrified tiles.Wall FinishInterior- Plaster of Paris.Exterior- High quality weather proof Cement, textured paint.KitchenCeramic tiled floor.Granite Counter.Stainless steel sink.Dado of ceramic tiles upto 2 feet above the counter.Electrical point for refrigerator, water filter, exhaust fan, microwave oven.ToiletAnti skid ceramic tiled floor.Dado of Ceramic tiles on the wall upto door heights.White sanitary ware of a reputed make.CP fittings of reputed make.Plumbing provision for hot, cold water lines.Doors and WindowsTough timber frames and solid-core flush shutter.Entrance- laminated flush doors.Entrance door fittings-night latch with eyepiece and handle.Internal bedrooms-flush door enamel painted with mortise lock.Windows aluminium sliding , casement with fully glazed shutters.ElectricalsModular switches of reputed make.AC point in master bedroom and provision for other bedrooms, Living, Dining.Necessary electrical points with switches in all bedrooms, living, dining, kitchen and Toilets.Cable TV conduiting in living, dining and master bedroom.Broadband point."
https://www.magicbricks.com/venkatesh-graffiti-glover-keshav-nagar-pune-pdpid-4d4235313435333137,Venkatesh Graffiti Glover, 60.3 Lac -  63.5 Lac,2 BHK Flats,"Why Buy in this Project?
High quality construction.
IGBC based projects.
Given 1200 possessions in keshavnagar
Before time delivery of every project
Provision for Electric car charging.
Chimney hub in Kitchen and Trolleys.
Location Advantages:-Near EON IT Park.
Quick Access for School.
Hospitals And Shopping Mall Great Connectivity.
+6 more",",Club House,Swimming Pool,Lift,Gymnasium,Rain Water Harvesting,Multipurpose Hall,Sewage treatment plant,Lawn with pathway,Fire Fighting Equipment No,Power Back Up No,Security No,Reserved Parking",Under Construction,data not available in site,21-Aug,24-Mar,2,153,Residential,Flat,2 Acre,data not available in site,data not available in site,"Survey No. 33/1B, Village Keshavnagar Mundhwa, Taluka Pune City, Dist Pune- 411036",411036,Shree Venkatesh Buildcon Pvt. Ltd.,"RCC CONSTRUCTIONDesign as per Earthquake resistance normsInternal Autoclaved Aerated Concrete (A.A.C.) Blockswalls - 150 mmExternal R.C.C. Non-Structural walls (Mivan) - 125 mm(excluding first floor)DOORS & WINDOWSWooden / Ply door frame to main & bedroom doors having laminatedshutters with quality fittingsAluminium sliding shutter with Mosquito net terrace / balcony attached toliving roomAluminium sliding windows with Mosquito net & M.S. safety grillsGranite jams to windowsGlass railing for attached terrace in living / bedroomFLOORINGVitrified tiles of 600 X 600 mm for entrance lobby, passage & commonlobbies and 600 X 600 mm for the entire flat (with matching skirting)Designer anti-skid ceramic tiles for terraceCheckered tiles / Trimix concrete in parking areaDesigner dado up to 3'0"" for dry balcony / utilityKITCHEN12'0"" long granite platform with Nirali stainless steel sink / equivalentGlazed tiles dado up to lintel levelProvision for water purifierExhaust fanELECTRICALModular electrical switches with concealed copper wiringTV point in living / Master bedroomCommon dish antenna for buildingVideo door phone & intercom facilityTOILETDesigner anti skid ceramic flooring and dado up to lintel levelElectric Geyser in all toiletsExhaust fan in all toiletsPLUMBING & SANITATIONInternal concealed CPVC plumbing with Jaquar (Continental, Florentine,Essco series) make for C.P. fittingsSanitary fitting of Cera or equivalent makePAINTINGInternal walls finished with Tractor emulsion paintMS grill finished with oil paintExternal walls finished with superior quality Apex paintHeat observation paint on top terrace as per IGBC normsLIFTTwo Automatic Lifts (Kone / Otis / Schindler Make) with Diesel Generatorpower back-up having capacity to carry 8 persons and another is stretcherlift that shall be maintained by the societyFIRE FIGHTING SYSTEMFire Fighting System for each building as approved by Fire FightingDepartment of Pune Municipal Corporation and shall be maintained by thesocietyWATER SOURCESBore wellP. M. C. / Local AuthorityWater Tanker (Chargeable)"
https://www.magicbricks.com/naiknavare-dwarka-township-chakan-pune-pdpid-4d4235303230323730,Naiknavare Dwarka Township, 23.6 Lac -  37.8 Lac,"1,2 BHK Flats","Why Buy in this Project?
Surrounded by Industrial Area
Location Advantages:-Near Chakan-Talegaon Road
Near MIDC",",Club House,Gymnasium,Garden View No,Power Back Up No,Swimming Pool No,Lift No,Security No,Reserved Parking No,Visitor Parking No,Intercom Facility No,Maintenance Staff No,Bank & ATM",Under Construction,2642 - 4000,data not available in site,22-Mar,55,110,Residential,Flat,130 Acre,No,Yes,"Chakan -Talegoan Road, Mahalunge, Talkhed, Pune, Maharashtra 410501",410501,Naiknavare Developers,"Structure   Super Structure: Framed structure.Internal Walls: 100mm/4 inch solid cement concrete blocks.External Walls: 150mm/6 inch solid cement concrete blocks.Service lobby and service staircase in Kota with texture paint on walls. Flooring   Vitrified tiles for flooring in living, kitchen & passage.Ceramic tiles for Flooring in bedrooms.Black Granite Kitchen platform with S.S. sink and 20 ht. coloured ceramic glazed tile dado.Coloured ceramic Glazed Tile dado  up to 70 ht. in Common toilet & Attached Toilet.Matt Finish ceramic tile for flooring in Common toilet & Attached Toilet. Kitchen   4 feet dado above granite kitchen platform area in ceramic glazed tiles.Provision for water purifier point in the kitchen.Provision for washing machine in utility area.Provision for the sink with the slab in utility. Toilets & Fittings   White colored (parry ware/Hind ware) make sanitary ware in all toilets and wall mounted WC with dual flush in Master BedroomHot and cold Divider unit of Jaguar/Essess/Equivalent make.Wash basin provision in bedroom toilets and for dinning. Painting   All internal walls are smoothly plastered with lime rendering. Doors & Windows Teak wood door frame for the main door with BST shutters enamel painted3 track UPVC sliding doors with plain glass panels for the balcony.Toilet and terrace doors will be hardwood frame and water resistant paint on the wet face. Electrical   TV point in living room and master bedroom.Fire resistant electrical wires of Anchor or equivalent make in common areas.Elegant modular electrical switches of Anchor or equivalent make.A/C power point in all Bed Rooms"
https://www.magicbricks.com/rohan-prathama-hinjewadi-phase-1-pune-pdpid-4d4235313235303635,Rohan Prathama, 36.0 Lac -  64.0 Lac,"1,2 BHK Flats","Why Buy in this Project?
Akshara International School 5 KM
Life Point Multi Specialty Hospital 5 KM
National Highway 1 KM
TCS & TECHM - 0.5 Km
Xion Mall - 4 Kms
Upcoming Metro STATION - 1 Kms
Pune University - 14 Kms
Airport - 20 Kms
Hinjewadi IT Park - 1 Kms
Strategically located within Hinjewadi IT Park.
USP: Each unit has privilege to have views to the Plaza Extensions.
Height: Most Luxury Segment with access to natural ventilation, plenty of natural light and scenic views 
Location: Located in the upscale area of Hinjewadi
Lifestyle: Luxurious and spacious homes, classy ambience and modern look of the building. 
Connectivity: Easy access to pune upcoming Metro station, schools and other places you love to visit. 
Convenience: State of the art amenities and specifications for a comfortable life.
Proximity to IT Park & International School, Nearby Metro Station.
+14 more",",Club House,Power Back Up,Swimming Pool,Lift,Security,Reserved Parking,Maintenance Staff,Gymnasium,Indoor Games Room,Kids Play Area,DTH Television Facility,Rain Water Harvesting",Under Construction,5818 - 6423,19-Apr,24-Jun,2,296,Residential,Flat,3 Acre,No,Yes,"Next to Raddisson Blue, Hinjewadi, Pune",411057,Rohan Builders & Developers Pvt. Ltd.,"StructureRCC structureFlooringVitrified tiles for all roomsCeramic tiles for toilets, balconies and attached terraces.KitchenGranite Platform with SS SinkGlazed / Ceramic tile dado up to 2 ft height above platformProvision for water purifierToiletsCeramic flooring and dado up to 7 ft. heightRepute make sanitary wares and CP fittingsOverhead Shower with hot & cold water for Master ToiletConcealed plumbingUtilityCeramic tiles for floor and dado up to 3 height.Inlet / outlet provision for washing machineElectricalConcealed fire resistant high quality copper wiringAmple light point with modular switchesAC point in all bedroomsEarth leakage circuit breakerTV & telephone point in living and bedrooms.Provision of exhaust point in kitchen & toiletsDoors and WindowsElegant Flush doorsPremium quality fixtures and fittingsAluminium windows with mosquito meshAluminium sliding door for terrace with mosquito meshInternal paintInternal Oil Bound Distemper"
https://www.magicbricks.com/adiamville-punawale-pune-pdpid-4d4235323330333739,ADIAMVILLE, 47.5 Lac -  68.9 Lac,"2,3 BHK Flats","Why Buy in this Project?
ALMOST COVERED PARKING 1:1
30 + AMENITIES AND SPECIAL FEATURES
DROP OFF AND PICK UP POINT
CONNECTIVITY
ELEVATION BENEFITS
BEST QUALITY NO COMPROMISE
LIBRARY & WORK STATION WITH WIFI CONNECTIVITY
ELECTRICAL CAR CHARGING POINT PROVISION
ORGANIC WASTE CONVERTOR
Location Advantages:-HINJEWADI IT PARK- 10 MIN
HIGHWAY - 5 MIN
WAKAD - 15 MIN
INDIRA COLLEGE -15 MIN
RAILWAY STATION -20 MIN
+11 more",",Power Back Up,Lift,Security,Gymnasium,Indoor Games Room,Kids Play Area,Library And Business Centre,Rain Water Harvesting,RO Water System,Meditation Area,Internet/Wi-Fi Connectivity,Multipurpose Hall",Under Construction,4000 - 5491,20-Oct,22-Oct,2,150,Residential,Flat,8208 Sq-m,data not available in site,Yes,"27/4/2 & 27/4/3, Gaikwad Nagar, Near Balaji Temple, Punawale, Mulshi, Pune - 411033",411033,J.N Builders,"STRUCTUREEarthquake resistant RCC framed structureBRICKWORKAAC block masonry work for external ad interior wallsExternal sand faced, sponge finished plaster for increased protection from weathering and formationsDamp proof external paintInternal gypsum finish with emulsion paintDOOR & WINDOWMain door - Both side laminated flush door with safety lockBedroom door - Both side laminated flush door with granite door framesToilet doors - Both side laminated flush door with granite door framesTerrace - G.I folding doorAluminum sliding windows with mosquito net and M.S safety grillsFLOORINGVitrified tiles flooring in all roomsAnti skid tiles in toilets & bathroomTERRACEAnti skid tiles and M.S railingKITCHENBlack granite platform with SS sinkDado tiles upto 2 above the platformProvision of electric & water connection for washing machine in dry TerraceKitchen trolleysOverhead CabinetsTOILETSCeramic dado tiles upto lintel levelGood quality CP fittingsGood quality sanitary wareConcealed plumbingHot & cold diverter in the bathroomsLED bulbs in toiletsELECTRIFICATIONSConcealed fire resistant copper wiringGood quality modular switchesExhaust point in kitchen & bathroomsProvision for T.V, telephone & broadband connectionsElectric point for inverterMCB protection for individual circuitsSolar energy PV panel"
https://www.magicbricks.com/rahul-arcus-baner-pune-pdpid-4d4235313138323833,Rahul Arcus, 98.6 Lac -  1.47 Cr,"2,3 BHK Flats","Why Buy in this Project?
Luxury & Spacious Ready-to-Move in homes within PMC limits.
Close proximity & connectivity to Hinjewadi & Baner IT Park
Excellent connectivity to Mumbai - Pune highway
World class amenities like - Badminton Court, Basketball Court, & Swimming Pool.
Location Advantages:Kidzee School - 0.21 km
Vibgyor School - 3.5 km
Audi Showroom - 0.2 km
Dmart - 2.7 km
Orchid Hotel - 2.5 km
ICICI Bank - 3.2 km
+7 more",",Club House,Power Back Up,Swimming Pool,Lift,Security,Gymnasium,Indoor Games Room,Kids Play Area,Flower Gardens,Rain Water Harvesting,Meditation Area,CCTV Camera",Ready To Move,5872 - 11579,data not available in site,data not available in site,5,data not available in site,Residential,Flat,6 Acre,Yes,Yes,"Baner, Pune",411045,Rahul Construction Co.,"ITALIAN MARBLE FLOORINGItalian marble flooring tiles in hall, dinning, kitchen , passage & in bedrooms.Double charged vitrified tiles.Designer tiles in all toilets.SUPER STRONG DOORSWith mosquito NetMain door of laminate finish with exclusive fittings, Powder coated 3 track sliding window for terrace doors.PREMIUM WINDOWSWith Mosquito Net.3 track powder coated aluminum windows with thicker sections, Granite windows sills at bottom, Aluminum louvers with exhaust fan for toilets.STYLISH KITCHENGranite top kitchen platform with stainless steel sink, Designer glazed/ceramic tiles dado above the platform, Utility space for washing machine and drying clothes.DESIGNER BATHROOMBathroom interior design with granite and branded ceramic tiles, Sanitary and CP fittings from world class Kohler company, Wall hung European water closet (commode) with soft close seat cover24/7 WATER SUPPLYWater supply through overhead water tank, Ample water supply from pune muncipal corporation.SUPERIOR ELECTRIFICATIONConcealed copper wiring with main circuit breakers, T.V. & telephone points in living room and master bedroom, Generator backup for common areas and automatic lifts, Premium quality modular switches, 1/3 Phase connection for all the apartments, A/C point in master bedroom.QUALITY CONSTRUCTIONEarthquake-resistant framed structure conforming to IS code, Internal & External 6 thick high-quality ACC Block, All walls internally finished with cement plaster with gypsum finish, All external walls with double coat cement plaster, Exclusive paint for exterior with 2 top coats, Internal good quality paint in a pleasing shade.WORLD CLASS LIFTS3 automatic Schindler lifts in A Building with generator backup, 2 automatic Schindler lifts in C Building with generator backup"
https://www.magicbricks.com/chidanand-sankul-baner-pune-pdpid-4d4235323937383733,Chidanand Sankul, 1.05 Cr -  5.70 Cr,"2,3,5 BHK Flats","Why Buy in this Project?
Show Flat Ready
Low maintenance homes
Child-centric design
Semi-furnished homes
Swimming pool
Electric car charging points
Possession guarantee
Twin terrace homes
Assured rentals & High ROI
Location Advantages:-D.A.V public school  500 m
pune - banglore highway  2.5KM
westind mall  800 M
parihar Chowk  800 M
Medipoint hospital  200 M
Shivaji Nagar  3KM
MCCA Stadium  9.2KM
Bhumkar Chowk  3KM
Pune Airport  24.6Km
+15 more",",Barbeque Pit,Security,Gymnasium,CCTV Camera,Entry Exit Gate,Kids play area,Fire Fighting Equipment No,Power Back Up No,Swimming Pool No,Club House No,Lift No,Reserved Parking",Ready To Move,9170 - 11574,19-Dec,21-Jul,1,15,Residential,Flat,11 Guntha,data not available in site,data not available in site,Sr no -- 233/1/2/1/2 Near Abha Apartment Vidhate Wasti Baner Aundh Road pune - 411045,411045,Laxmi Balaji Construction,"Structure RCC framed structureEarthquake resistant structureBasement ParkingTiles & FlooringImported vitrified flooring 800mm x 1600mm for rest of the roomskitchen platform with black granite and full height glazed dado ceramic tilesAnti-skid floor tiles in washroom, toilet and terraceTerrace Matt Finish Tile flooringVitrified flooringPaintApex Ultima Protek Asisn PaintAsian Tractor Emulsion paintInternal Specification Wallssand faced externally plasterGypsum Plaster For Smooth Wall FinishIndividual Flat Features Inverter backup for each flat to adequately illuminate all rooms Solar Connection in all bathrooms & heat pump Hafele hardware Kitchen trolleys and faber chimney GROHE and TOTO bathroom fittings A O Smith water purifierDoors & WindowsDoorsElegant main doors with digital lock of DORMAKABA group , veneer laminated door with melamine gold matt polish for door frames SIFON locks For internal DoorWashroomGranite door frame with both side laminated flush doorsCPVC plumbing and sanitary wareGlazed tiles up to 7 heightExhaust fan provision and electric boiler pointSolar water heater in master toiletElectricalsConcealed fire retardant low smoke copper wiresCircuit breakerTV and telephone points in living and one bedroomModular switchesSplit AC provision in one bedroomFridge, oven & food processor point in kitchenProvision for exhaust fans in kitchen and washroom"
https://www.magicbricks.com/oxy-desire-wagholi-pune-pdpid-4d4235303732313230,Oxy Desire, 26.0 Lac -  40.0 Lac,1 BHK Flats,"Why Buy in this Project?
Beautiful Decor for 'Green Tranquility'
A Wise Investment for a 'Green Future'
An Elevation that provides a Beautiful 'Green View'",",Club House,Cycling & Jogging Track,Swimming Pool,Lift,Security,Park,Reserved Parking,Visitor Parking,Guest Accommodation,Gymnasium,Indoor Games Room,Kids Club",Ready To Move,3883,14-Oct,18-Dec,2,238,Residential,Flat,2 Acre,Yes,Yes,"Wagholi, Pune ",412207,Venkatesh Oxy Group,"Electrical Fittings:Concealed wiring and modular switchesProvision of Points for Lights, Fans & T. V.Fire resistant cabling for the entire flatAdequate electrical points in all roomsTelephone point in the living roomIntercom provision for each flatSingle Phase MeterFlooring:32'' x 32'' Vitrified Tile Flooring and SkirtingAnti-Skid tile Flooring in toilets, attached terraces and Dry BalconyTerraceSpacious terraces to each flatHigh parapet / railing for safetyBathroom:Concealed branded plumbing with premium quality CP fitting with hot and cold mixturesCommode with flush tankProvision for Water BoilerDesigner Glazed Dado Tiles upto Lintel Level in all bathroomsAnti-Skid Ceramic FlooringsSolar water systems for common bathroomProvision for Exhaust FanWindows:2/3 track powder coated aluminum sliding windows with Mosquito Net & safety grills.Marble sills for all windowsLow sills windows.2 -Track Powder coated aluminum sliding door for terracesKitchen:Granite kitchen platform with stainless still sinkDecorative dado tiles above platform up to lintelDry Terrace with provision for Washing Machine (inlet and outlet)Provision for Exhaust FanFinishes:Gypsum finishing to all internal wallsOil Bond Distemper paint to internal wallsApex Paint on external wallsDoors:Attractive laminated main entrance door (Single Side)Internal laminated Flush Doors (Single Side)Structure & Masonry:Earthquake Resistant RCC frame StructureInternal Gypsum finish"
https://www.magicbricks.com/k-city-mundhwa-pune-pdpid-4d4235323437303239,K City, 60.2 Lac -  79.8 Lac,"2,3 BHK Flats","Why Buy in this Project?
Infinity Pool, Earthquake Resistant RCC structure
Vitrified tiles for flooring with skirting
Wooden finish flooring in master bed
AC provision in all bedrooms
Anti Skid Floor tiles in bathroom and terrace
Designer wall tiles upto slab height in toilets
Designer tiles 2ft above kitchen otta
Powder coated aluminium windows
Aluminium doors in terrace and balcony
Oil based paint in internal flats
Cp fittings of jaquar or equivalent
Sanitary fittings of Jaquar or equivalent
Modular switches
Black granite counter for kitchen
Sand finish external plaster
Gypsum finish internal plaster
Apex Exterior Paint
Electrical and plumbing provision for washing machine
Set top box connect in living room
Hot and cold diverter with shower
Location Advantages:-Magarpatta: 12 MINS
ORBIS SCHOOL: 5 MINS
SEASONS MALL: 10 MINS
D-MART: 10 MINS
NOBLE HOSPITAL: 12 MINS
THE WESTIN: 12 MINS
PHOENIX MARKET CITY: 15 MINS
THE BISHOPS SCHOOL: 20 MINS
PUNE INTERNATIONAL AIRPORT: 20 MINS
PUNE RAILWAY STATION: 25 MINS
+27 more",",Club House,Outdoor Tennis Courts,Power Back Up,Swimming Pool,Lift,Park,Indoor Games Room,Kids Play Area,Multipurpose Hall,Event Space & Amphitheatre No,Security No,Reserved Parking",Under Construction,5545 - 6241,21-Apr,24-Nov,3,156,Residential,Flat,4 Acre,data not available in site,data not available in site,"K City Sr. No. 37/3A, Near Renuka Mata Mandir, Keshavnagar, Mundhwa, Pune - 411036",411036,Unique Spaces and Triaa Housing,"Sand Finish External PlasterGypsum Finish Internal WallsAAC Blocks MasonryVitrified tiles inLiving Room, Bedrooms &KitchenDesigner Tiles inBathroomsVitrified tiles forTerraceGranite Platform with StainlessSteel SinkProvision for Exhaust Fan &Water PurifierCP & Sanitary Fitting of GoodQualitySolar Heated Water in BothBathroomsLaminated Flush DoorGranite Door Frame in ToiletsUPVC Windowswith Mosquito MeshGranite Window SillConcealed Copper WiringElectrical Switches of GoodQualityTelevision Point with DTHConnection in Living Room &Master BedroomAC Point in Living Room &Both BedroomsProvision for Inverter PointPlastic Finish Paint in InteriorsSemi Acrylic Paint forExternal WallsProvision of WiFiVDP with Intercom"
https://www.magicbricks.com/sukhwani-panorama-sus-pune-pdpid-4d4235303339313139,Sukhwani Panorama, 56.6 Lac -  82.0 Lac,"2,3 BHK Flats","Why Buy in this Project?

Tree house school - 850mtr
DRDO pashan- 6.5 km
Balewadi - 5.1 Km
Hinjewadi - 12km
Dolphin English School- 1km
Kothrud- 11km
Aundh- 6.8Km
Nissan Showroom- 7Km
Pashankar Auto - 8Km
Symbiosis Institute- 6km
Baner - 3.5 Km
USP:-Sukhwani Panorama is a gorgeous residential development that is filled with the ultimate luxury and comfort that will satisfy your soul. Contact Now
+10 more",",Club House,Power Back Up,Swimming Pool,Lift,Security,Park,Reserved Parking,Service/Goods Lift,Visitor Parking,Intercom Facility,Banquet Hall,Gymnasium",Under Construction,5317 - 6465,19-Oct,22-Dec,data not available in site,140,Residential,Flat,4 Acre,No,Yes,"Sr. No. 85, Behind Domino's Pizza, Next to Jain Temple, Sus, Pashan Sus Road, Pune",411021,"Sukhwani Lifespaces
                      	


                                Years of Experience - 16","Flooring:Vitrified flooring (800 x 800) with skirtingAnti-skid flooring in terraces and toiletsWall and Ceiling:Gypsum punning on walls and ceilingOBD paint for walls and ceilingsKitchen and Utility Area:Modular Kitchen, under - counter trolleys and shelvesGranlte top kitchen platform with SS sinkDado tiles up to lintel levelModular kitchen under counter shelves and trolleysAdequate electric points for appliancesWashing machine provision (Electrical and Plumbing) in utility areaSkid free flooring in utility area with dado up to 4 ft. highExhaust fanToilet:Premium CP fittings of reputed brandSanitary ware of reputed brandFull height dado tilesExhaust fanPlumbing and electrical provisions for geyserSolar heated water connection in masterHot and Cold mixerWall hung commode with flush valveAnti-skid flooring in all bath roomsGlass partition in master bath roomsDoors:Laminated main entrance doorToilets - Granite and wood composite door framesElectrical:Concealed electrical points with copper wiringProvision for cable TV connection in living room and master bedroomBranded modular switchesAC point in master bedroomMiniature circuit breaks for safetyTwo-way light point in master bedroomProvision for inverter backupSafety:Vldeo door phones24 x 7 Security with CCTV camerasPanic and emergency assistance systemWindowsPowder coated aluminum slidingWindows with mosquito meshGranite sill for all windows"
